"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"20111020023499I","20-OCT-11","NEWPORT NEWS","VA","NEWPORT NEWS/WILLIAMSBURG INTL","INCIDENT","MINOR","LANDING: ROLLOUT","HAWKER","","","","","GENERAL OPERATING RULES","","327AX","0","0","ROLLS","AVON","207","","AIRLINE TRANSPORT","4150","35","35",""
"20170718014589I","18-JUL-17","SANTA TERESA","NM","DONA ANA COUNTY AT SANTA TERESA","INCIDENT","MINOR","TAXI","BEECH","BE-200","BE-200-B200","","","GENERAL OPERATING RULES","","177LA","0","0","P&W","PT6A SER","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4150","450","150",""
"20110330010559I","30-MAR-11","DETROIT","MI","DETROIT METROPOLITAN WAYNE COUNTY","INCIDENT","MINOR","UNKNOWN","CANADAIR-BOMBARDIER","CHALLENGER","600","PINNACLE AIRLINES INC","","AIR CARRIER/COMMERCIAL","","8505Q","0","0","","","","","AIRLINE TRANSPORT","4151","4151","231",""
"20110411006219I","11-APR-11","CHICKASHA","OK","CHICKASHA MUNI","INCIDENT","MINOR","OTHER-SPECIFY","BEECH","BE-90","BE-90-C90A","UNIVERSITY OF OKLAHOMA","","PILOT SCHOOLS","","370U","0","0","P&W","PT6","A SER","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4152","679","32",""
"20080714847069I","14-JUL-08","COVINGTON","KY","CINCINNATI/NORTHERN KENTUCKY INTL","INCIDENT","SUBSTANTIAL","TAKEOFF GROUND ROLL","EMBRAER","ERJ-145","LR","CHAUTAUQUA AIRLINES INC","","AIR CARRIER/COMMERCIAL","UNKNOWN","569RP","0","0","RROYCE","AE3007A1P","AE3007","2","AIRLINE TRANSPORT","4160","1285","120",""
"20180317002859I","17-MAR-18","PALATKA","FL","PALATKA MUNI - LT. KAY LARKIN FIELD","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA-34","PA-34-200","","","PILOT SCHOOLS","","15839","0","0","LYCOMI","I0360 SER","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4170","300","26",""
"20080528834879I","28-MAY-08","LAWRENCE","KS","LAWRENCE MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-36","BE-36-A36","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","1814S","0","0","","","","1","COMMERCIAL PILOT","4171","213","54",""
"20151204019289I","04-DEC-15","PALM SPRINGS","CA","PALM SPRINGS INTL","INCIDENT","MINOR","LANDING: APPROACH","","","","","","GENERAL OPERATING RULES","","164WC","0","0","GARRET","TFE 731 SER","","","AIRLINE TRANSPORT","4172","2275","88",""
"20171010018629I","10-OCT-17","LOUISBURG","NC","TRIANGLE NORTH EXECUTIVE","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","BE-95","BE-95-B95","","","GENERAL OPERATING RULES","","60LL","0","0","CONT M","I0-470 SERIES","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4174","","",""
"20150430010469I","30-APR-15","WASHINGTON","PA","WASHINGTON COUNTY","INCIDENT","MINOR","LANDING: TOUCHDOWN","","","","","","GENERAL OPERATING RULES","","750AZ","0","0","","","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4179","12","18",""
"20121224029079I","24-DEC-12","","MI","GROSSE ILE MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-210","CE-210-T210F","","","GENERAL OPERATING RULES","","210MR","0","0","CONT M","IO 520 SERIES","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4188","1900","41",""
"20080311012439I","11-MAR-08","WATERLOO","IA","WATERLOO RGNL","INCIDENT","NONE","SIMULATED FORCED LANDING/TAKEOFF","PIPER","PA-23","PA-23-250","","INSTRUCTION","GENERAL OPERATING RULES","UNKNOWN","14009","0","0","","","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4200","50","15",""
"20080318011379I","18-MAR-08","MESQUITE","TX","MESQUITE METRO","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-210","CE-210-L","SOUTHERN SEAPLANE INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","UNKNOWN","1639X","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4200","2400","300",""
"20090720011029I","20-JUL-09","MC CALL","ID","MC CALL MUNI","INCIDENT","MINOR","TAXI","PILATS","PC-12","PC-12-45","","","GENERAL OPERATING RULES","UNKNOWN","172JS","0","0","","","","1","COMMERCIAL PILOT","4200","650","45",""
"20100702035759I","02-JUL-10","NASHVILLE","TN","NASHVILLE INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","CESSNA","CE-337","CE-337-T337G","","","GENERAL OPERATING RULES","","7CM","0","0","CONT M","TSIO-360 SER","","2","AIRLINE TRANSPORT","4200","700","17",""
"20100721039399I","21-JUL-10","VALENTINE","NE","MILLER FIELD","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","CESSNA","CE-177","CE-177-RG","","","GENERAL OPERATING RULES","","177SD","0","0","LYCOMI","IO-360-A1B6D","","1","PRIVATE PILOT","4200","2000","50",""
"20100927049809I","27-SEP-10","CARTHAGE","NC","MOORE COUNTY","INCIDENT","MINOR","LANDING: ROLLOUT","RAYTHEON","RA-390","","CAPE AIR NOMINEES","","GENERAL OPERATING RULES","","20VA","0","0","WILLIA","FJ44-2A","","2","AIRLINE TRANSPORT","4200","550","60",""
"20101005050959I","05-OCT-10","TETERBORO","NJ","TETERBORO","INCIDENT","NONE","LANDING: APPROACH","AGUSTA","AGUSTA-AW139","","WEATHERSTONE AIR","","GENERAL OPERATING RULES","","80EW","0","0","P&W CA","PT6C-67C","PT6C-6","2","AIRLINE TRANSPORT","4200","350","40",""
"20111122028839I","22-NOV-11","MANASSAS","VA","MANASSAS RGNL/HARRY P. DAVIS FIELD","INCIDENT","MINOR","LANDING: ROLLOUT","SAAB","340","B","","","GENERAL OPERATING RULES","","470LH","0","0","GE","CT7-9B","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4200","181","",""
"20111220029739I","20-DEC-11","MESA","AZ","PHOENIX-MESA GATEWAY","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","BEECH","BE-200","BE-200-B200","","","GENERAL OPERATING RULES","","200EW","0","0","P&W CA","PT6A-42","PCE-94","2","PRIVATE PILOT","4200","300","10",""
"20120111001899I","11-JAN-12","ADDISON","TX","ADDISON","INCIDENT","MINOR","RUN-UP AREA","BEECH","BE-36","BE-36-A36","GTA AIR INC","","AIR TAXI/COMMUTER","","75AT","0","0","CONT M","IO 520 SERIES","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4200","1525","103",""
"20120723018959I","23-JUL-12","NEW BRAUNFELS","TX","NEW BRAUNFELS MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","BE-35","BE-35-C33A","","","GENERAL OPERATING RULES","","9493S","0","0","CONT M","IO 520 SERIES","","","AIRLINE TRANSPORT","4200","976","30",""
"20130413004349I","13-APR-13","NORFOLK","VA","NORFOLK INTL","INCIDENT","MINOR","GROUND-RAMP","HAWKER","","","","","GENERAL OPERATING RULES","","227GA","0","0","","","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4200","700","85",""
"20131013019509I","13-OCT-13","PEORIA","IL","GENERAL DOWNING - PEORIA INTL","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","EURCPT","EC-135","","PHI INC","","AIR TAXI/COMMUTER","","305PH","0","0","P&W CA","PW206B SERIES","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4200","350","90",""
"20131028022859I","28-OCT-13","PHOENIX","AZ","PHOENIX DEER VALLEY","INCIDENT","NONE","TAKEOFF: CLIMB OUT","BEECH","BE-35","BE-35-H35","","","GENERAL OPERATING RULES","","5409D","0","0","CONT M","O-470 SERIES","","1","AIRLINE TRANSPORT","4200","400","10",""
"20141021018089I","21-OCT-14","PASADENA","TX","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","EUROCOPTER","EC-130","EC-130-B4","","","GENERAL OPERATING RULES","","145PR","0","0","TURBOM","ARRIEL 2B1","","","COMMERCIAL PILOT","4200","1100","250",""
"20150529010419I","29-MAY-15","FORT PIERCE","FL","ST LUCIE COUNTY INTL","INCIDENT","MINOR","TAKEOFF: DEPARTURE","PIPER","PA-28RT","PA-28RT-201","","","GENERAL OPERATING RULES","","2878U","0","0","","","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4200","200","40",""
"20150901016569I","01-SEP-15","JACKSONVILLE","FL","HERLONG RECREATIONAL","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","BE-45","BE-45-T34B","","","GENERAL OPERATING RULES","","134Y","0","0","CONT M","O-470 SERIES","","","COMMERCIAL PILOT","4200","120","10",""
"20160215000789I","15-FEB-16","WEST PALM BEACH","FL","NORTH PALM BEACH COUNTY GENERAL AVIATION","INCIDENT","SUBSTANTIAL","OTHER-SPECIFY","BEECH","BE-95","BE-95-A55","","","GENERAL OPERATING RULES","","1739G","0","0","CONT M","I0-470 SERIES","465221","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4200","250","45",""
"20170604010939I","04-JUN-17","SUGAR LAND","TX","SUGAR LAND RGNL","INCIDENT","NONE","TAXI","CESSNA","CITATION 550 II","","","","GENERAL OPERATING RULES","","123FF","0","0","","","","2","PRIVATE PILOT","4200","300","32",""
"20170617020569I","17-JUN-17","SPARTA","TN","UPPER CUMBERLAND RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-337","CE-337-A","","","GENERAL OPERATING RULES","","6297F","0","0","CONT M","IO-360 SER","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4200","2200","25",""
"20110911023049I","11-SEP-11","BALTIMORE","MD","MARTIN STATE","INCIDENT","NONE","LANDING: APPROACH","CESSNA","CITATION 550 II","ULTRA","FLIGHTPATH AVIATION LLC","","GENERAL OPERATING RULES","","560FP","0","0","PRATT","PW535","A","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4204","490","23",""
"20111222029719I","22-DEC-11","FLAGSTAFF","AZ","FLAGSTAFF PULLIAM","INCIDENT","MINOR","LANDING: TOUCHDOWN","DIAMOND","","","EMBRY-RIDDLE AERONAUTICAL UNIVERSITY","","PILOT SCHOOLS","","593ER","0","0","","","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4211","50","133",""
"20120602011209I","02-JUN-12","ORLANDO","FL","EXECUTIVE","INCIDENT","MINOR","LANDING: TOUCHDOWN","MITSUBISHI","MU-2B","MU-2B-40","","","GENERAL OPERATING RULES","","400PS","0","0","AIRESE","TPE331 SERIES","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4220","415","34",""
"20130829018719I","29-AUG-13","","FL","BELLE GLADE STATE MUNI","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","BEECH","BE-55","BE-55-E55","","","GENERAL OPERATING RULES","","888BF","0","0","CONT M","IO 520 SERIES","CB3","","PRIVATE PILOT","4221","300","",""
"20151030021319I","30-OCT-15","NAVARRE","FL","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","CESSNA","CE-172","CE-172-N","","","GENERAL OPERATING RULES","","999AR","0","0","LYCOMI","0-320 SERIES","UNKNOW","1","AIRLINE TRANSPORT","4236","46","11",""
"20130604008779I","04-JUN-13","","VA","","INCIDENT","MINOR","LANDING: TOUCHDOWN","","","","","","GENERAL OPERATING RULES","","945SP","0","0","SUPERI","O-360","","","COMMERCIAL PILOT","4240","50","40",""
"20100527005389I","27-MAY-10","BLOOMINGTON","IN","MONROE COUNTY","INCIDENT","MINOR","TAKEOFF: DEPARTURE","BEECH","BE-200","BE-200-B200","FLYING TUNA LLC","","GENERAL OPERATING RULES","","845TC","0","0","P&W","PT6A-42","","2","COMMERCIAL PILOT","4244","378","107",""
"20080225013039I","25-FEB-08","GRAND CANYON","AZ","GRAND CANYON NATIONAL PARK","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","FAIRCHILD-DORNIER","328","100","VISION AIRLINES INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","UNKNOWN","330MX","0","0","PWA","PW119B","119","2","AIRLINE TRANSPORT","4245","779","120",""
"20170107002049I","07-JAN-17","NILES","MI","JERRY TYLER MEMORIAL","INCIDENT","MINOR","LANDING: TOUCHDOWN","MITSUBISHI","MU-2B","MU-2B-40","","","GENERAL OPERATING RULES","","48NP","0","0","AIRESE","TPE331 SERIES","","","PRIVATE PILOT","4246","2587","5",""
"20081215856039I","15-DEC-08","SANFORD","ME","SANFORD RGNL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","CESSNA","CE-182","CE-182-N","","","GENERAL OPERATING RULES","UNKNOWN","92207","0","0","CONT","O470P","O470","1","","4250","200","100",""
"20110315003049I","15-MAR-11","CONROE","TX","LONE STAR EXECUTIVE","INCIDENT","MINOR","LANDING: APPROACH","BEECH","BE-35","BE-35-V35B","","","GENERAL OPERATING RULES","","35YR","0","0","CONT M","IO 520 SERIES","","1","COMMERCIAL PILOT","4250","4250","11",""
"20161022022439I","22-OCT-16","LONE ROCK","WI","TRI-COUNTY RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-182","CE-182-R","","","GENERAL OPERATING RULES","","9187C","0","0","LYCOMI","0-540 SERIES","","1","PRIVATE PILOT","4250","2000","13",""
"20170118000439I","18-JAN-17","FORT WORTH","TX","FORT WORTH MEACHAM INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA-28R","PA-28R-180","","","GENERAL OPERATING RULES","","7652J","0","0","LYCOMI","I0360 SER","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4250","95","270",""
"20130612011889I","12-JUN-13","KENNESAW","GA","COBB COUNTY-MC COLLUM FIELD","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","CESSNA","CE-177","CE-177-RG","","","GENERAL OPERATING RULES","","7538V","0","0","LYCOMI","IO-360-A1B6D","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4252","48","34",""
"20170709013949I","09-JUL-17","KANKAKEE","IL","GREATER KANKAKEE","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","BLANCA","BL-8","BL-8-KCAB","","","GENERAL OPERATING RULES","","5548K","0","0","LYCOMI","I0360 SER","H1A","1","COMMERCIAL PILOT","4253","500","28",""
"20121009021509I","09-OCT-12","WEST PALM BEACH","FL","PALM BEACH COUNTY PARK","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-210","CE-210-P210R","","","GENERAL OPERATING RULES","","5457A","0","0","CONT M","TSIO-520 SER","","1","AIRLINE TRANSPORT","4259","1500","37",""
"20170627013739I","27-JUN-17","BROOKSVILLE","FL","HERNANDO COUNTY","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA-30","","","","GENERAL OPERATING RULES","","8848Y","0","0","LYCOMI","IO-320 SERIES","","","COMMERCIAL PILOT","4285","400","17",""
"20130803013799I","03-AUG-13","NANTUCKET","MA","NANTUCKET MEMORIAL","INCIDENT","MINOR","LANDING: TOUCHDOWN","CIRRUS","CIRRUS-SR","CIRRUS-SR-20","","","GENERAL OPERATING RULES","","20CV","0","0","CONT M","IO-360 SER","","1","PRIVATE PILOT","4295","16","16",""
"20180420003889I","20-APR-18","GOLETA","CA","SANTA BARBARA MUNI","INCIDENT","MINOR","MANEUVER","BELL","BHT-206","BHT-206-B","ASPEN AG HELICOPTERS INC","","AGRICULTURAL","","49643","0","0","ALLISO","250-C20 SER","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4296","1864","137",""
"20080201011139I","01-FEB-08","MORRISTOWN","NJ","MORRISTOWN MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-560","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","626RB","0","0","PWA","JT15D5","JT15","2","COMMERCIAL PILOT","4300","1400","50",""
"20080317014539I","17-MAR-08","PORT ARANSAS","TX","MUSTANG BEACH","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","LANCAIR","LC-4","P","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","287JB","0","0","","","","1","COMMERCIAL PILOT","4300","1000","30",""
"20080927850689I","27-SEP-08","PROSSER","WA","PROSSER","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","SIDCON","FIREFLY-7","","","","GENERAL OPERATING RULES","UNKNOWN","7125C","0","0","","","","0","COMMERCIAL PILOT","4300","400","18",""
"20081002853049I","02-OCT-08","NEW YORK","NY","EAST 34TH STREET","INCIDENT","MINOR","GROUND-RAMP","BELL","BHT-430","","HELIFLITE SHARES LLC","","AIR TAXI/COMMUTER","","430AG","0","0","","","","2","","4300","300","180",""
"20090823017739I","23-AUG-09","PERRYVILLE","MO","PERRYVILLE MUNI","INCIDENT","MINOR","LANDING","BEECH","BE-36","BE-36-A36","","","GENERAL OPERATING RULES","UNKNOWN","4464W","0","0","","","","1","COMMERCIAL PILOT","4300","250","10",""
"20100428034219I","28-APR-10","CENTENNIAL","CO","CENTENNIAL","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","CE-182","CE-182-TR","","","GENERAL OPERATING RULES","","7300S","0","0","LYCOMI","0-540 SERIES","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4300","3300","33",""
"20100816043129I","16-AUG-10","OPA LOCKA","FL","OPA-LOCKA EXECUTIVE","INCIDENT","NONE","TAKEOFF: ROTATION","CANADAIR-BOMBARDIER","CHALLENGER","600","","","GENERAL OPERATING RULES","","954L","0","0","GE","CF34 SERIES","","","AIRLINE TRANSPORT","4300","1100","45",""
"20110531010629I","31-MAY-11","CHATTANOOGA","TN","LOVELL FIELD","INCIDENT","MINOR","TAKEOFF: DEPARTURE","BEECH","BE-35","BE-35-M35","","","GENERAL OPERATING RULES","","9885R","0","0","CONT M","I0-470 SERIES","C","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4300","4","20",""
"20111019025629I","19-OCT-11","MORRISVILLE","NC","RALEIGH-DURHAM INTL","INCIDENT","MINOR","LANDING: ROLLOUT","PIPER","PA-31","PA-31-T","","","GENERAL OPERATING RULES","","154CA","0","0","P&W","PT6A SER","","","AIRLINE TRANSPORT","4300","700","30",""
"20130418005109I","18-APR-13","WACO","TX","WACO RGNL","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","BELL","BHT-407","","AIR EVAC EMS INC","","AIR TAXI/COMMUTER","","495AE","0","0","ALLISO","250-C47","","1","COMMERCIAL PILOT","4300","1015","25",""
"20140403006269I","03-APR-14","FORT LAUDERDALE","FL","FORT LAUDERDALE/HOLLYWOOD INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","LEARJET-BOMBARDIER","LEARJET 45","","","","GENERAL OPERATING RULES","","113RX","0","0","HONEYW","TFE-731-SER","TFE731","1","AIRLINE TRANSPORT","4300","723","",""
"20150428005679I","28-APR-15","FOREST LAKE","MN","FOREST LAKE","INCIDENT","MINOR","LANDING: TOUCHDOWN","MORAVN","SAVAGE","","","","GENERAL OPERATING RULES","","867SA","0","0","ROTAX","912ULS","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4300","20","7",""
"20150612010279I","12-JUN-15","RIVERTON","WY","RIVERTON RGNL","INCIDENT","MINOR","MANEUVER","GRUMAN","G-164","G-164-B","WESTERN COOPERATIVE COMPANY","","AGRICULTURAL","","6860K","0","0","P&W","R1340 SERIES","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4300","282","95",""
"20160323002499I","23-MAR-16","NEW CASTLE","IN","NEW CASTLE-HENRY CO MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","BE-35","BE-35-P35","","","GENERAL OPERATING RULES","","69FC","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4300","1349","10",""
"20160324022349I","24-MAR-16","SAN JOSE","CA","NORMAN Y. MINETA SAN JOSE INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIAGIO","P-180","","","","GENERAL OPERATING RULES","","871AT","0","0","P&W CA","PT6A-66B","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4300","250","45",""
"20160726011599I","26-JUL-16","BUTTE","MT","BERT MOONEY","INCIDENT","MINOR","LANDING: TOUCHDOWN","AGUSTA","","","LIFE FLIGHT NETWORK LLC","","GENERAL OPERATING RULES","","596LF","0","0","P&W CA","PT6B-37A","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4300","800","75",""
"20141105019449I","05-NOV-14","WHITE SALMON","WA","","INCIDENT","MINOR","MANEUVER","KAMAN","K-1200","","TIMBERLINE HELICOPTERS INC","","ROTORCRAFT EXTERNAL LOAD OPERATIONS","","674TH","0","0","HONEYW","T5317 SER","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4309","1174","134",""
"20100907044869I","07-SEP-10","TRAVERSE CITY","MI","CHERRY CAPITAL","INCIDENT","NONE","TAKEOFF: CLIMB OUT","LEARJET-BOMBARDIER","LEARJET 31","","AIR SERVICES INC","","GENERAL OPERATING RULES","","331N","0","0","GARRET","TFE 731 SER","","2","AIRLINE TRANSPORT","4310","0","0",""
"20090307004139I","07-MAR-09","","MA","BARNES MUNI","INCIDENT","NONE","LANDING","PIPER","PA-32","PA-32-301","","","GENERAL OPERATING RULES","UNKNOWN","117JC","0","0","","","","1","PRIVATE PILOT","4318","4207","30",""
"20090317001659I","17-MAR-09","ALLENTOWN","PA","LEHIGH VALLEY INTL","INCIDENT","MINOR","LANDING","PIPER","PA-46","PA-46-350P","","","GENERAL OPERATING RULES","","9172V","0","0","","","","1","PRIVATE PILOT","4320","3100","25",""
"20171009016399I","09-OCT-17","WILMINGTON","NC","WILMINGTON INTL","INCIDENT","MINOR","TAKEOFF: DEPARTURE","CANADAIR-BOMBARDIER","CHALLENGER","600","PSA AIRLINES INC","","AIR CARRIER/COMMERCIAL","","598NN","0","0","","","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4323","","",""
"20080518837229I","18-MAY-08","BATON ROUGE","LA","BATON ROUGE METROPOLITAN, RYAN FIELD","INCIDENT","MINOR","TAKEOFF GROUND ROLL","CANADAIR-BOMBARDIER","CHALLENGER","600","ATLANTIC SOUTHEAST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","914EV","0","0","GE","CF343B","CF34","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4324","855","184",""
"20170223001109I","23-FEB-17","WIMAUMA","FL","WIMAUMA AIR PARK","INCIDENT","MINOR","TAKEOFF: DEPARTURE","PIPER","PA-46","PA-46-310P","","","GENERAL OPERATING RULES","","46WX","0","0","CONT M","TSIO-520 SER","","","COMMERCIAL PILOT","4334","37","46",""
"20170411003749I","11-APR-17","TORRANCE","CA","ZAMPERINI FIELD","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","CE-310","CE-310-TP","","","GENERAL OPERATING RULES","","5752M","0","0","CONT M","IO 520 SERIES","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4339","1500","7",""
"20130314003789I","14-MAR-13","SPRINGDALE","AR","SPRINGDALE MUNI","INCIDENT","MINOR","LANDING: ROLLOUT","BEECH","BE-95","BE-95-A55","","","GENERAL OPERATING RULES","","800V","0","0","CONT M","I0-470 SERIES","","","COMMERCIAL PILOT","4343","2213","106",""
"20180206002049I","06-FEB-18","DETROIT","MI","COLEMAN A. YOUNG MUNI","INCIDENT","MINOR","TAKEOFF: DEPARTURE","BEECH","BE-300","BE-300-B300","GAMA AVIATION LLC","","AIR TAXI/COMMUTER","","800UP","0","0","P&W CA","PT6A-60A","","2","COMMERCIAL PILOT","4345","1125","101",""
"20180210002349I","10-FEB-18","MESA","AZ","PHOENIX-MESA GATEWAY","INCIDENT","MINOR","LANDING: TOUCHDOWN","NAMER","AT-6","AT-6-C","","","GENERAL OPERATING RULES","","76BZ","0","0","P&W","R1340 SERIES","","","PRIVATE PILOT","4364","157","35",""
"20141208023279I","08-DEC-14","ANCHORAGE","AK","TED STEVENS ANCHORAGE INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","PIPER","PA-31","PA-31-350","JACKO, JOSH EARL","","AIR TAXI/COMMUTER","","400RA","0","0","LYCOMI","TI0-540 SER","","","PRIVATE PILOT","4365","1100","362",""
"20141210023309I","10-DEC-14","KING SALMON","AK","KING SALMON","INCIDENT","SUBSTANTIAL","TAKEOFF: ROTATION","PIPER","PA-31","PA-31-350","JACKO, JOSH EARL","","AIR TAXI/COMMUTER","","400RA","0","0","LYCOMI","TI0-540 SER","","","PRIVATE PILOT","4365","1100","367",""
"20170625009279I","25-JUN-17","EUGENE","OR","MAHLON SWEET FIELD","INCIDENT","NONE","LANDING: ROLLOUT","CESSNA","CE-210","CE-210-P210N","","","GENERAL OPERATING RULES","","339DG","0","0","CONT M","TSIO-520 SER","","1","PRIVATE PILOT","4367","3343","40",""
"20171205022699I","05-DEC-17","WIMAUMA","FL","WIMAUMA AIR PARK","INCIDENT","MINOR","TAKEOFF: DEPARTURE","PIPER","PA-46","PA-46-310P","","","GENERAL OPERATING RULES","","46WX","0","0","CONT M","TSIO-520 SER","","","COMMERCIAL PILOT","4380","37","6",""
"20100527034769I","27-MAY-10","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","CANADAIR-BOMBARDIER","CHALLENGER","600","AMERICAN EAGLE AIRLINES INC","","AIR CARRIER/COMMERCIAL","","508AE","0","0","GE","CF34 SERIES","","","AIRLINE TRANSPORT","4390","2280","83",""
"20121223027509I","23-DEC-12","WINCHESTER","VA","WINCHESTER RGNL","INCIDENT","MINOR","LANDING: ROLLOUT","BEECH","BE-300","","POTOMAC FLIGHT TRAINING","","GENERAL OPERATING RULES","","627GB","0","0","P&W CA","PT6A-60A","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4391","4","250",""
"20141201022629I","01-DEC-14","","","PHOENIX-MESA GATEWAY","INCIDENT","NONE","TAKEOFF: CLIMB OUT","CESSNA","CITATIONJET (C525)","B","PINNACLE AIR CHARTER L L C","","GENERAL OPERATING RULES","","196JH","0","0","WILLIA","FJ44-3A","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4395","839","51",""
